Character,Dialogue
unknown,"Oh, it's frightening. Yes."
unknown,"Yeah. Well, I'm gonna need you in there, by my side when we make this budget pitch."
unknown,"You don't have to worry about me, Roland."
unknown,"If there is anyone at this fabulous little confab who know how to work a room of fragile egos, it's me."
unknown,I once hosted the non-televised portion of the People Choice Awards.
unknown,♪
unknown,"This is a actually a great idea, David."
unknown,Consolidating all of your products under one label instills brand recognition and create synergy.
unknown,"Um, I'm sure you're very excited about all the new words you're learning in your high school intro to business course, but I think a more effective use of your time right now,  would be to go and get the hand cream that I asked you to get ten minutes ago."
unknown,I got the hand cream.
unknown,Yeah. The box of hand cream.
unknown,"I asked you to get the box of hand cream, not sample the hand cream."
unknown,That's like    pounds.
unknown,Why are you here?
unknown,"You know what I think would be really cute is if I had my own little label, like, under your label."
unknown,- Yeah...
unknown,"- And I can sell festival wear, and I can sell like hair feathers and body jewelry..."
unknown,David.
unknown,(Door opens)
unknown,"Wow, things are really coming together in here."
unknown,"Oh, um, we're actually not open yet."
unknown,But that's so sweet. Thank you.
unknown,We've been working very hard.
unknown,"Well, I'm actually not here to shop."
unknown,I'm-I'm Patrick.
unknown,I'm just dropping off David's business license.
unknown,"Oh, isn't that just the cutest thing."
unknown,"Um, David's in the back."
unknown,"But I am Alexis, and I'm currently studding business, and I'm David's sister and life coach so."
unknown,"Well, it's great to meet you, Alexis."
unknown,"Uh, I'm sorry if my hands are too soft."
unknown,I've just been sampling a lot of product.
unknown,So... really soft.
unknown,They are.
unknown,"Reporter: Excuse me, Mrs. Rose, if I may, just a couple of questions."
unknown,Were you surprised to get such a big funding boost for the municipalities?
unknown,That was quite the speech.
unknown,Oh... Thank you. Thank you.
unknown,(Laughs)
unknown,What did I do?
unknown,"Well, I was simply channeled someone who cares, but if you insist on referring to me as the linchpin."
unknown,I'll take that.
unknown,That's right. We're...
unknown,We're just a couple linchpins here.
unknown,"I'm Roland Schitt, Moira's boss..."
unknown,"Yes, I'll I'm the ingenue here."
unknown,A total babe in the political woods.
unknown,"That's true. You know, this is her first RAMC."
unknown,"But I think under my wing, she's-she's learning to fly."
unknown,- I've been mayor for ten years...
unknown,- Thank you.
unknown,"And I did... Okay, we'll talk when you have more time do..."
unknown,There she is! The woman of the hour!
unknown,"Oh my God, now they're crowning me with titles."
unknown,Join us for drinks in the diamond club.
unknown,In the diamond club?
unknown,Hm. That sounds grand.
unknown,It's the hotel bar.
unknown,They have a special RAMC cocktail.
unknown,It's a sparkling white Russian.
unknown,The trick is to get it
unknown,down before it curdles.
unknown,"As appealing as you make that sounds, Roland,"
unknown,I think I'll just go to my room.
unknown,"Oh, come on!"
unknown,"Look, I never get this kind of..."
unknown,"I mean, our town doesn't get recognized like this very often and this time it's for something really positive."
unknown,Okay. One drink.
unknown,"This means a lot to you, doesn't it?"
unknown,"Yes, and to you."
unknown,(Buzz of chatter getting louder)
unknown,(Chanting) Moira! Moira! Moira!
unknown,- Isn't it so soft?
unknown,- It is.
unknown,"Whoa, might be tying it a little too tight there."
unknown,"Uh, that is actually cat hair."
unknown,There's a Himalayan breeder up the street that knits them for us. Hi.
unknown,Hi. I'm just dropping off your business license.
unknown,And activating my allergies.
unknown,"Oh, In that case you should probably take that off."
unknown,- Yeah. Like now!
unknown,- Oh. Oh!
unknown,"Isn't that the sweet thing, that he framed it."
unknown,Um. It is very sweet.
unknown,"Thank you, Patrick."
unknown,"Actually, they... they all come framed."
unknown,"Okay, thank God."
unknown,Because I was just thinking that this frame is a little too corporate for my brand.
unknown,"David, I was just about to sample the unisex Mennonite cologne on Patrick."
unknown,"Um, that's not a sample."
unknown,And you've sampled half the store at this point.
unknown,So we need to sell all this stuff.
unknown,"Okay, well I flattened out the lip balm."
unknown,So no one's gonna notice.
unknown,"There's a lot of stuff in here, David."
unknown,You don't wanna spend too much money up front.
unknown,"Yeah, that's not good, David."
unknown,You have to be prepared to survive a full year without making any profit.
unknown,"Actually, the textbooks now say eighteen months."
unknown,"Well, what are the textbooks saying about curating a selection of products from local vendors"
unknown,"and selling them on consignment in a one-stop-shop retail environment, that benefits the vendor and the customer?"
unknown,"Well, I don't have my textbook on me."
unknown,I stand corrected.
unknown,"Listen, if you need help, I-I'm happy to help."
unknown,Why? Alexis is here helping.
unknown,"Well, no. If Patrick has offered to move all the boxes, then I think we should let him."
unknown,Is that what I offered?
unknown,"Okay, well, thank you, Patrick."
unknown,You're welcome.
unknown,"Um, okay. So you can start by moving all of those big things of hand cream."
unknown,(Footsteps creak lightly)
unknown,(Mouths) What?
unknown,(Crickets chirp)
unknown,"Moira: (Drunkenly) It's all so unbelievable, John!"
unknown,I had forgotten what it was like to be feted.
unknown,Moira?
unknown,"What?! I can, I can hardly hear you, John!"
unknown,The cheering and accolades are drowning out your gentle voice.
unknown,"Oh, I take it things went well?"
unknown,"I'm a game-changer, Jo..."
unknown,Hey... oh! Uh...
unknown,"Oh, Gavin's brought out the hard stuff."
unknown,"So darling, I must sign off."
unknown,"All right, well, have fun, sweetheart, and don't get too carried away."
unknown,"I'm networking, John!"
unknown,Do you know that I'm actually good at this!
unknown,Who are you talking to?
unknown,It's my husband!
unknown,(All start booing)
unknown,Was that for me?
unknown,Why am I-why am I getting booed?
unknown,"That's... Wait! That's my man, Johnny!"
unknown,"Hey Johnny, it's Roland!"
unknown,"Hey, we're all here at RAMC!"
unknown,"You should be here, Mary-something is here..."
unknown,Gavin is here... The road salt guy...
unknown,"Yeah. Okay, Roland."
unknown,Good. I'm having a bit of a night myself here.
unknown,Come on!
unknown,"Stop, I have to talk to my husband."
unknown,John. John.
unknown,"Moira, you know, it might be time for a coffee."
unknown,And I'm gonna let you go now.
unknown,"And have fun, sweetheart."
unknown,We'll see you in the morning.
unknown,"Goodbye, phone call!"
unknown,"Goodbye, my darling."
unknown,"All right. Goodnight, sweetheart."
unknown,"Oh, Moira, by the way, I just picked up the new..."
unknown,(Phone hangs up)
unknown,(Loud music and party chatter and laughter)
unknown,- (Dial tone)
unknown,- Okay.
unknown,(Hangs up)
unknown,"John, shut the blinds."
unknown,"Johnny, please."
unknown,(Waking groans)
unknown,- Moira?
unknown,- Hm?
unknown,- (Moira screams) Oh
unknown,- Oh
unknown,Roland! What are you doing in my room?
unknown,What are you talking about? This is my room.
unknown,"Well, what the (Bleep) are you doing in your room?"
unknown,"Well, I was trying to sleep."
unknown,"Until you started pounding on the door, telling me to whip up a salmon plate."
unknown,"I finally let you in, you flaked out on the bed."
unknown,Oh my God.
unknown,Are you naked under there?
unknown,"Honey, what I do in the privacy of my sheets is my own business."
unknown,"Oh, no. No God, no."
unknown,"Oh, God, no."
unknown,"- No, dear God."
unknown,- Welcome to RAMC.
unknown,(Roland laughs)
unknown,"(Moira whimpers) Oh, my God No!"
unknown,(Bell jungles over door)
unknown,"(Music plays quietly, dishes clank)"
unknown,Jocelyn!
unknown,Almost didn't recognize you over there.
unknown,Hey Johnny.
unknown,"It's been a morning, but I don't have to tell you that."
unknown,"Oh, I'm sorry. You've had a tough morning?"
unknown,You're handling this way better than I am.
unknown,Handling what better?
unknown,"Roland and Moira, sleeping together."
unknown,(Laughs) What?!
unknown,At the conference last night.
unknown,"Yeah. No, no!"
unknown,Let's just go back to that previous sentence.
unknown,"Ah, when you say they slept together..."
unknown,"Well, Roland says that they just slept"
unknown,- in the same bed together.
unknown,- Ah-ha.
unknown,"And he says that nothing happened, so I'm just trying to, you know, process all of this."
unknown,Oh yes. Well...
unknown,Aren't we all.
unknown,"I mean, I'm-I'm hearing about this for the first time."
unknown,Moira didn't tell you?
unknown,"You know, we chatted this morning about how successful the night was, but sleeping with your husband didn't really come up as one of the reasons the night was so successful."
unknown,"And we probably shouldn't read anything into the fact that for some reason,"
unknown,Moira decided to hide this from you.
unknown,"Oh, no, no. I wouldn't say ""hide."""
unknown,"No, no."
unknown,Because Moira was so exhausted when she got in this morning.
unknown,Maybe she was exhausted because she was up all night
unknown,- with her mitts all over...
unknown,- No! No. No! No.
unknown,I know Moira and she would never in a million years ever sleep with...
unknown,Anyone. Else.
unknown,"It's just that I know what it's like to be in bed with a naked Roland Schitt, and I am powerless against that."
unknown,He was naked?
unknown,He sleeps naked every night.
unknown,Do you wanna order some thing to put chocolate sauce on?
unknown,No.
unknown,(Marker rasps)
unknown,"Um, David, I can swing by the store and help out after school, if you want."
unknown,I also may need more of that lip balm that I liked.
unknown,"Okay. Um, I think we've had enough of your help."
unknown,And unless you planning on purchasing that lip balm you're won't be getting the lip balm.
unknown,"Okay. It's called sweat equity, David."
unknown,I learned about this week.
unknown,And that's when you help someone out and then they give you lip balm or whatever else you might need in exchange for your time and energy.
unknown,"I think you might actually need to break a sweat, in order to earn sweat equity."
unknown,"Okay, what if I got Patrick to break a sweat for me."
unknown,"That's called outsourcing, outsourcing..."
unknown,Are you passing this economics course?
unknown,Yes. Yeah.
unknown,"Yes, I'm pretty sure."
unknown,"Okay. Um, if you really want the lip balm that bad there are a few things around the store that I could use your help with."
unknown,"Just an FYI, Patrick won't be there."
unknown,So there won't be anybody for you to flirtatiously boss around.
unknown,"Okay, I hate to break this to you, David, but there will always be somebody for me to flirtatiously boss around."
unknown,So what was going on there?
unknown,"Oh, nothing."
unknown,"He hasn't even asked for my phone number, which in my experience, means he's either newly married or he's gay."
unknown,Okay...
unknown,"So like if you're sensing a vibe or something, maybe that means that his eye's on somebody else..."
unknown,"He's a business major who wears straight leg, mid-range denim."
unknown,He's not into me.
unknown,"Okay, well it's either that or he's really into the store, which no offense seems a lot less likely to me."
unknown,Okay.
unknown,I think you missed a spot on that page with the highlighter.
unknown,Where?
unknown,(Beer pouring)
unknown,(Door opens)
unknown,"Hello, Moira."
unknown,"Hello there, love of my life!"
unknown,Funny thing. I just ran into Jocelyn.
unknown,Oh. How is Jocelyn?
unknown,"Oh, she was a little upset."
unknown,"Apparently her husband, Roland, spent the night with... you."
unknown,"I know, wasn't that funny?"
unknown,Moira!
unknown,When were you gonna tell me about this?
unknown,"Ah, we talked about it this morning, John!"
unknown,We laughed about it.
unknown,We didn't laugh about it.
unknown,Because we didn't talk about it.
unknown,I would have remembered if you had said something that funny.
unknown,"It's inconsequential, John"
unknown,Just let it go. I have.
unknown,May I ask what you are doing?
unknown,"Oh, I've decided to cut down on my drinking."
unknown,"Unrelated, I assume?"
unknown,To what?
unknown,To you sleeping with Roland last night.
unknown,Okay. This joke has played itself out.
unknown,It was humorous this morning.
unknown,We didn't talk about it this morning!
unknown,Obviously.
unknown,I didn't tell you anything because I was embarrassed.
unknown,"I was riding high, John, apparently really high,"
unknown,After winning what some people called a landmark victory for this and many other towns.
unknown,Then I woke up in the last place I'd ever wanted to be.
unknown,"Well, can't say I'm not glad to hear you say that."
unknown,"Oh John, I owe an apology to you."
unknown,And to sober people everywhere.
unknown,"Well, I knew it was nothing happened, Moira, it's..."
unknown,Just I was getting a feeling you weren't taking this very seriously.
unknown,"If I weren't, John, would I be pouring this out."
unknown,(Beer pouring)
unknown,"Moira, that's my beer!"
unknown,You don't even drink beer!
unknown,"It's symbolic, John."
unknown,- (Door opens)
unknown,- (Traffic whirs)
unknown,Oh-oh.
unknown,I take it you're here to tell me that my business license has been revoked.
unknown,"No, no. You're all good."
unknown,Okay. Um...
unknown,"My sister isn't, isn't here so..."
unknown,I'm not here for your sister.
unknown,Okay.
unknown,"You know I've been thinking about all this and these products that Alexis was showing me yesterday were actually really impressive, I mean the whole model is actually very sustainable..."
unknown,Thank you.
unknown,But I think you're gonna need more start-up money.
unknown,Oh. More start-up money.
unknown,- Hm.
unknown,- Um...
unknown,And where do you think I'll get that money?
unknown,"Well, when you're supporting local business, there are grants that you can apply for."
unknown,And I would be happy to assist you with those applications.
unknown,"Well, that is very um... very generous."
unknown,"Well, I wouldn't be doing it for free."
unknown,"See, if these grants came through, you'd have the money to start paying me."
unknown,Okay. Um...
unknown,"I really think you have something here, David."
unknown,"You just, you just need some help. You need a lot of help..."
unknown,Okay. Um...
unknown,"Well, uh, then yes..."
unknown,I am open to entertaining your investment offer.
unknown,Great.
unknown,And in the interest of us potentially working together
unknown,I did want to come clean about something.
unknown,Okay.
unknown,I um...
unknown,I actually picked out that frame.
unknown,I see.
unknown,So thank you for making it very clear that I will be making the creative decisions for the store.
unknown,"Um, and I guess you can handle all the business stuff."
unknown,I'm very comfortable with that.
unknown,Okay.
unknown,"Um, and you do know that if the grant money doesn't come through, then I won't..."
unknown,"Oh, I'm gonna get the money."
unknown,Okay.
unknown,(Crickets chirp)
unknown,(Knocking)
unknown,"- Hello, Johnny."
unknown,- Roland.
unknown,"Johnny, me and six of my closest friends were hoping we could have a little chat."
unknown,"Well, it's awfully late."
unknown,"Johnny, I'm talking about the beer."
unknown,"No, I know, I know, you're talking about the beer."
unknown,It's just that Moira's in the shower.
unknown,"She's been showering most of the day, actually."
unknown,"Good, because I think it's best that we talk man-to-man."
unknown,(Beer pops open) Ahh...
unknown,(Slurping)
unknown,"Jocelyn and I spoke, and she told me you're still pretty upset, huh?"
unknown,"Look, if anyone was upset it was Jocelyn."
unknown,I was just upset because Jocelyn was upset.
unknown,"All right, pal."
unknown,"Well, I'm here to put your mind at ease, okay?"
unknown,I am   .   % sure that nothing happened between me and your wife.
unknown,I'm    % sure and I wasn't even there!
unknown,"Well, I sure was."
unknown,(Laughing)
unknown,All of me.
unknown,"You know, I spent    minutes this morning inspecting every inch of my body for bite marks, back scratches, lipstick prints."
unknown,And I couldn't find anything.
unknown,"Well, there was this one thing on the bottom of my foot, but I think that may have been there before."
unknown,I really don't know.
unknown,"You know what, Roland, I think I'm gonna ask you to leave."
unknown,Because Moira's coming out soon and I really don't...
unknown,... Want to tempt fate twice.
unknown,I got it.
unknown,"No, no. I don't think you do got it."
unknown,"And not to put too fine a point on it, Roland, but my wife would never go out for a burger when she has a strong penchant for steak."
unknown,"- Good night, Roland."
unknown,"- Breakfast tomorrow, right?"
unknown,"- Good night, Roland."
unknown,- Okay.
unknown,Don't worry it's only me.
unknown,"Ha ha, very droll, Mr. Rose."
unknown,Thought I'd announce myself just in case you were expecting somebody else.
unknown,Is living with that blackout not punishment enough?
unknown,"(Chuckles) You know I meant to ask, Moira, what were the amenities like in that hotel room?"
unknown,"High-pressured water, down pillows?"
unknown,I'll never know.
unknown,"I had my one chance at a proletarian oasis and I squandered it, passed out in Roland's bed."
unknown,You slept with Roland?
unknown,"No, she-she didn't."
unknown,She found herself in his bed.
unknown,- Mom slept with Roland?
unknown,- Yes. Apparently.
unknown,I will not be tried and condemned by the likes of you two.
unknown,- So what's gonna happen now?
unknown,- Yeah.
unknown,Is there gonna be like a custody battle over us?
unknown,"David, stop."
unknown,"We gonna have to like spend weekends over at Roland's now, or?"
unknown,"Goodnight, Alexis."
unknown,Do we call him Uncle Roland?
unknown,"All right, that is enough, David."
unknown,"No. I mean, I get it, Roland is the mayor, and it's very difficult to work with someone who you're attracted to."
unknown,Yeah. Like you and Ted?
unknown,"No! I'm making fun of Mom and Dad right now, David."
unknown,And we're done. Back to your room.
unknown,"Um, I just want you to know that no matter what anyone says, you will always be our first dad."
unknown,- Good night.
unknown,- Okay.
unknown,♪
unknown,"Episode transcripts for the TV show ""Schitt's Creek"". Aired: January 2015 to April 2020.*"
unknown,Family! I have exciting news!
unknown,"Oh Good. David, I hoped you were home."
unknown,Thanks.
unknown,You're aware of the extraordinary work of the New York-based photographer Sebastien Raine?
unknown,You mean my ex?
unknown,When did you date Sebastien Raine?
unknown,They dated for like a month and a half and David got very upset about it.
unknown,"Okay, It was almost three months."
unknown,"Four, if you include the month that he was seeing other people."
unknown,And you met him through me.
unknown,That's nonsense.
unknown,I met Sebastien Raine at an art opening years ago.
unknown,At my gallery.
unknown,And can you please stop saying his full name.
unknown,"He's a monster, who uses people,"
unknown,- and leaves them for dead.
unknown,- Yeah.
unknown,"I hate to play contrarian, David, but The Times and I, both consider Sebastien Raine a dear friend."
unknown,Remember when he dumped you?
unknown,"And you ate all those mall pretzels, and watched ""Bridget Jones's Diary"" every day for a year."
unknown,"It wasn't a whole year, And I will not feel shame about the mall pretzels."
unknown,"Okay, that's enough news for today."
unknown,"Ummm no, what about him?"
unknown,He's coming here.
unknown,What? Wha... Why?
unknown,Sebastien Raine wants to collaborate on a project.
unknown,With me.
unknown,And you know his commitment to his work.
unknown,He's willing to come all the way here.
unknown,When flying me to New York would be a lot easier.
unknown,And a welcome escape.
unknown,But Sebastien Raine puts his subjects first.
unknown,And he told me I must respect that.
unknown,Okay. You know what? I don't care.
unknown,So you can do whatever you like.
unknown,"I could cancel, but you just told me you don't care so now I have no choice but to meet him."
unknown,(Door opens)
unknown,I think he's coming.
unknown,So could you please go to the window and check for me?
unknown,- Who's he?
unknown,"- Uh, Sebastien Raine."
unknown,"He's most likely wearing a very expensive sweater, that doesn't look very expensive."
unknown,"Is he like, really..."
unknown,Really handsome in a homeless-y way sort of way? Yes.
unknown,Yup. Then he is coming here.
unknown,"Oh, he is? Okay."
unknown,- He's walking.
unknown,- He's walking.
unknown,- He's walking towards here.
unknown,- Where is he walking to?
unknown,- And now he's coming in
unknown,- Now he's coming in...
unknown,- and so he's here.
unknown,- (Door opens)
unknown,He's here. All right.
unknown,David.
unknown,- Oh...
unknown,- Wow.
unknown,This is... exactly how I pictured it.
unknown,Sebastien.
unknown,Ah... You're-you're here.
unknown,I thought you were supposed to be with my mother.
unknown,So good to see you.
unknown,Look at you... You look really...
unknown,Healthy.
unknown,Thanks.
unknown,I can't believe this is where you live.
unknown,I think you're brave.
unknown,Hi.
unknown,Stevie.
unknown,I like your sweater.
unknown,You must be David's girlfriend.
unknown,- No...
unknown,"- No, I own The Motel, so that makes me more like your landlord?"
unknown,No. It doesn't.
unknown,"Stevie, Stevie. Stevie."
unknown,I'd love to Polaroid you naked one day.
unknown,Okay.
unknown,Okay?!
unknown,"David, I'm thinking maybe I'll stay the night, so I hope we can, you know... catch up."
unknown,"Yeah, I'm super busy these days..."
unknown,"Yeah, I just feel like we have unfinished business, you and I."
unknown,Room five is available.
unknown,Room five sounds great.
unknown,So brave.
unknown,Hm-hm.
unknown,- So brave.
unknown,- Okay.
unknown,♪
unknown,(Door opens)
unknown,- (Dishes clatter)
unknown,- (Motown music plays)
unknown,Moira!
unknown,Sebastien Raine!
unknown,- Hello!
unknown,- Ohhh!
unknown,(Kisses)
unknown,(Giggles)
unknown,Is this place not funny?
unknown,I think it might just be one of my favorite local dives.
unknown,I love it. It's just so unassertive.
unknown,You can't find this in New York City.
unknown,"New York misses you, Moira."
unknown,(Sighs) You're too kind.
unknown,And correct. (Chucks)
unknown,"Tell me things, Sebastien."
unknown,Tell me everything!
unknown,"Well, I just got back from London."
unknown,I was touring with Madonna.
unknown,She commissioned a series of anti-portraits.
unknown,Whoa.
unknown,"Well, it sounds brilliant."
unknown,"I want to do something even more brilliant with you, Moira."
unknown,Hm.
unknown,"Come, let's walk."
unknown,Creativity lives on its feet.
unknown,Anything else is bullshit.
unknown,I just ordered you a Sanka-ccino.
unknown,(Sighs)
unknown,It's a beautiful day.
unknown,And you're a beautiful subject.
unknown,"Sebastian, I must insist you stop with the flattery..."
unknown,In due time.
unknown,- (Motown music plays)
unknown,- (Dishes clank)
unknown,(Bus whooshes by)
unknown,So I have a quick little school form you to fill out.
unknown,Sure.
unknown,What is this?
unknown,Um nothing. It just says that I work here.
unknown,Uh-huh. This is for volunteer hours.
unknown,But you don't volunteer here.
unknown,You work here.
unknown,"But, I volunteer to work here."
unknown,Because it's your job.
unknown,"Okay but, I need these hours to graduate so..."
unknown,So looks like you're gonna have to find somewhere to volunteer.
unknown,"Okay. It's just, I thought my community service hours would apply but they don't count because their court-ordered. So..."
unknown,"Yeah, I think the whole point of volunteering is to give something back, right?"
unknown,Okay. Sure. But whatever I give back has to happen within two weeks.
unknown,"Well, I might have something for you but... I don't think you're going to be interested."
unknown,Try me.
unknown,"Well, I work with some seniors a couple times a month."
unknown,Wow. So cute.
unknown,"Um, it's just I have a thing with skin tags and old smells."
unknown,So I might just need to think on it.
unknown,"Well, tonight's gonna be fun though, dance lessons!"
unknown,(Fake elated gasp)
unknown,We'd have to touch them.
unknown,- (Dishes being clank)
unknown,- (Low hum of diner chatter)
unknown,"Oh psst! Hey, Johnny!"
unknown,Come here! Come here! Come here!
unknown,- Hey Roland.
unknown,- Here sit down. Sit. Sit!
unknown,Okay. Now act like you're talking to me.
unknown,I am talking to you.
unknown,No. Not like that.
unknown,It's got to be more conversational.
unknown,"You know, like, um..."
unknown,"""Yes the weather is cold."""
unknown,"Okay, I'm not following."
unknown,"Okay, that's better."
unknown,- But try it a little more casually.
unknown,- What is going on?
unknown,Bob is trying to get his poker night together again and he wants me to play.
unknown,And I can't afford it.
unknown,"Well then just say no, politely decline."
unknown,"Well that's not gonna work, Johnny."
unknown,"Tell him that we're doing something together tonight, okay?"
unknown,Tell him... you're taking me for a haircut tonight.
unknown,- Haircut?
unknown,- Hey Johnny.
unknown,- Roland.
unknown,"- Oh, Bob."
unknown,- Almost didn't see you there.
unknown,- Right.
unknown,I was just Chattin' away with Johnny.
unknown,"Well, I just wanted to let you know that we're starting the big poker night again, so if you're interested..."
unknown,Uh well...
unknown,"I wouldn't mind playing, Bob."
unknown,- Really?
unknown,- Well..
unknown,That's great! (Chuckles)
unknown,"Well, listen I'll see you both at my place, uh... around seven."
unknown,Seven o'clock.
unknown,Can I ask you something?
unknown,"Um, do you have even the slightest concept of what just happened here?"
unknown,- (Crickets chirp)
unknown,- (Birds sing)
unknown,- Oh! It is so nice to get away.
unknown,- Hm.
unknown,There's something very cathartic about stepping into someone else's world.
unknown,Hm.
unknown,That's one of the reasons we chose to settle here.
unknown,- David seems well.
unknown,- Well he...
unknown,Excuse me?
unknown,I ran into him earlier at the motel.
unknown,At the motel?
unknown,And here I thought I gave you very specific instructions to go directly to the cafe.
unknown,Ever the renegade.
unknown,"Yeah, I got here and decided it was probably best to get a room."
unknown,Only a day just didn't seem enough.
unknown,You got yourself a room?
unknown,"Oh, aren't you lucky!"
unknown,They're usually booked up.
unknown,You must have used our name.
unknown,"But Sebastien, I was under the impression that you were here just for today for a quick consult..."
unknown,- (Shutter clicks)
unknown,- Hey! What are you doing?
unknown,"Sorry, it's the way the light is catching you."
unknown,The photo took itself.
unknown,"Ah, but you had to push the button."
unknown,"Sebastien don't, please."
unknown,"This is my talk now, sh**t later look."
unknown,"So,  this visage is off-limits for-for the moment."
unknown,- (Camera shutter clicks)
unknown,- Plea...
unknown,"Don't worry, I'm just using you for scale."
unknown,It's this backdrop.
unknown,"There's a provincial romanticism to all this, that's just... terrifying and important."
unknown,Far be it from me to stand in the way of your inspiration.
unknown,"Well, why don't you actually stand over there?"
unknown,Where?
unknown,- Further into the field.
unknown,- Oh...
unknown,Yes!
unknown,"No, into the field."
unknown,- Further!
unknown,- Huh?
unknown,"- Yeah, into the field."
unknown,- Umm?
unknown,Yes. Further!
unknown,"Sebastien, I was..."
unknown,Let the field reveal itself to you.
unknown,Okay... I was wondering when we do the actual sh**t... um...
unknown,Are we thinking studio or on location?
unknown,Because I bet Mr. Schnabel would love to loan us the Palazzo...
unknown,- (Camera shutter clicks)
unknown,- Yes!
unknown,Okay. As long as you can still hear me.
unknown,(Chuckles) I was also thinking Berlin...
unknown,♪
unknown,(Door shuts)
unknown,Oh hi!
unknown,Nice day with Sebastien?
unknown,Very productive.
unknown,I think we've laid the groundwork for an exciting enterprise.
unknown,I'm sure you'll be a wonderful subject.
unknown,"Oh, thank you, sweetheart."
unknown,"Today was more about discussing theme,"
unknown,"- and tone, mise en scene."
unknown,- Uh-huh.
unknown,"You know, he may have taken a few reference photos, but..."
unknown,So he photographed you today then?
unknown,"Hm-hm. You know just a few dozens snaps about town... picturettes, really."
unknown,Why would you have allowed this to happen?
unknown,"I don't know he just started sh**ting and shouting and I did what he told me to do  and I ""leaned in"" to the moment."
unknown,How did that work out for you?
unknown,"I leaned in! I don't know, David."
unknown,Why don't you try it... sometime!
unknown,(Exhales loudly)
unknown,"Everybody, I'd like to introduce Alexis, she's going to be joining us tonight."
unknown,So that way we'll all have partners.
unknown,That's great!
unknown,"Dot, you won't need the Swiffer."
unknown,I guess I'll be dancing with Ted.
unknown,I thought Carol assigns the dance partners.
unknown,We'll all get a chance to dance with Ted.
unknown,Everyone up!
unknown,Come on.
unknown,This is actually very cute.
unknown,Although I did think that there would be more of them.
unknown,"Yeah, well there used to be, but... you know."
unknown,"Oh, okay, but these ones actually smell like very clean, like baby powder."
unknown,"Yeah, I think it's probably better if you call the girls by their names."
unknown,"Ted, could you give me a hand with these chairs here?"
unknown,Of course!
unknown,We've heard a lot about you.
unknown,That is so sweet.
unknown,Why would he bring her here?
unknown,Are you talking about me?
unknown,"You can be my dance partner, dear."
unknown,(Big Band Music)
unknown,Dot.
unknown,♪
unknown,Does Dot have arthritis?
unknown,Because it looks like she's giving me the finger.
unknown,"Well, she has arthritis, but not in that hand."
unknown,Bob: Full house. Read 'em and weep.
unknown,And I think I come in second because I got a pair of Queens.
unknown,"There's no second place, Roland."
unknown,"Well, you were right about Bob. He's quite the player."
unknown,(Chuckles)
unknown,I'll go see if Gwen's has any more of these bacon-wrapped scallops.
unknown,"Yeah, I guess it's another trip to Bob's laundromat, right?"
unknown,"You know, because he keeps taking us to the cleaners."
unknown,"Yeah, we get it, Roland."
unknown,I don't think it's an accident that Bob keeps winning.
unknown,What are you talking about?
unknown,"Haven't you noticed how Gwen circles the table with appetizers, constantly eying Bob."
unknown,Then he lays down a big fat bet and wins.
unknown,"You know, come to think of it, those matching visors they're a little suspicious I don't want to believe this,"
unknown,"But ah, I do miss my wristwatch."
unknown,I just think it'd be interesting to see what happens if Gwen wasn't around for the next hand.
unknown,"Ahhh. Like if she had an ""accident"" or something?"
unknown,"I don't mean bump her off, Roland."
unknown,"I mean, if she's not here, if she had to go to the store."
unknown,I want to see how Bob's luck gonna hold if when Gwen's not here.
unknown,It's worth a shot.
unknown,"Okay, uh, do you want me to handle this?"
unknown,I'm pretty good in high-stakes situations.
unknown,"No. I think, I've got it."
unknown,"Okay. Well, I'll ride shotgun with you."
unknown,So Bob. Were just talking about how delicious the food is and you know the only thing missing is...
unknown,Gwen's gotta go!
unknown,I think what Roland is saying is... if she could maybe go to the store to perhaps pick up some a little more...
unknown,Kosher?
unknown,And halal.
unknown,"Gwen, you called it!"
unknown,Yeah. Sure. Sure. That would do it.
unknown,"Yeah and some gluten-free options, for the ladies."
unknown,"Oh Gosh,"
unknown,I'm sorry I didn't think of this.
unknown,"But you know, maybe... maybe Roland could go?"
unknown,He's running pretty low on chips.
unknown,Sure. I can drive.
unknown,"I don't think you want to drive, Roland."
unknown,I don't mind. I love driving.
unknown,I don't think you do.
unknown,"Yeah, I don't love driving. Not at night. No!"
unknown,And I'm drunk.
unknown,Okay.
unknown,"I'm all right, dear. I could go."
unknown,"Thanks, sweetheart."
unknown,"Good. All right, so my deal."
unknown,- (Crickets chirp)
unknown,- (Knock on door)
unknown,David.
unknown,I'm glad you're here. Come in.
unknown,"Um yeah, I was just getting a drink... by the uh... the vending machine... so..."
unknown,I had a prolific day with your mother today.
unknown,Yes she said.
unknown,Very excited about the sh**t.
unknown,The photos are really haunting.
unknown,Haunting.
unknown,Sure she'd be thrilled about that adjective.
unknown,"Umm, she told me this little... trip was supposed to be more of a creative discussion."
unknown,"David, your Mother is a revelation."
unknown,This is the way she was meant to be presented to the world.
unknown,I'm sorry.
unknown,Is this you deciding what someone else wants again?
unknown,(Exhales) I-I want you to know that I care about what happened between you and me.
unknown,"And while my therapist said I should never feel sorrow, I do appreciate your pain."
unknown,Okay.
unknown,And I wanna explore that.
unknown,Uh-huh.
unknown,Maybe... even... physically.
unknown,Oh...
unknown,"Well, I shouldn't."
unknown,Oh you should.
